文件名,YS,PV,组号,序号
YS_3.827_PV_0.08\3.827_0.08_3_4.png,3.827,0.08,3,4
YS_3.827_PV_0.08\3.827_0.08_3_5.png,3.827,0.08,3,5
YS_3.827_PV_0.08\3.827_0.08_3_6.png,3.827,0.08,3,6
YS_3.827_PV_0.08\3.827_0.08_3_7.png,3.827,0.08,3,7
YS_3.827_PV_0.08\3.827_0.08_3_8.png,3.827,0.08,3,8
YS_3.827_PV_0.08\3.827_0.08_4_0.png,3.827,0.08,4,0
YS_3.827_PV_0.08\3.827_0.08_4_1.png,3.827,0.08,4,1
YS_3.827_PV_0.08\3.827_0.08_4_2.png,3.827,0.08,4,2
YS_3.827_PV_0.08\3.827_0.08_4_3.png,3.827,0.08,4,3
YS_3.827_PV_0.08\3.827_0.08_4_4.png,3.827,0.08,4,4
YS_3.827_PV_0.08\3.827_0.08_4_5.png,3.827,0.08,4,5
YS_3.827_PV_0.08\3.827_0.08_4_6.png,3.827,0.08,4,6
YS_3.827_PV_0.08\3.827_0.08_4_7.png,3.827,0.08,4,7
YS_3.827_PV_0.08\3.827_0.08_4_8.png,3.827,0.08,4,8
YS_3.827_PV_0.08\3.827_0.08_5_0.png,3.827,0.08,5,0
YS_3.827_PV_0.08\3.827_0.08_5_1.png,3.827,0.08,5,1
YS_3.827_PV_0.08\3.827_0.08_5_2.png,3.827,0.08,5,2
YS_3.827_PV_0.08\3.827_0.08_5_3.png,3.827,0.08,5,3
YS_3.827_PV_0.08\3.827_0.08_5_4.png,3.827,0.08,5,4
YS_3.827_PV_0.08\3.827_0.08_5_5.png,3.827,0.08,5,5
YS_3.827_PV_0.08\3.827_0.08_5_6.png,3.827,0.08,5,6
YS_3.827_PV_0.08\3.827_0.08_5_7.png,3.827,0.08,5,7
YS_3.827_PV_0.08\3.827_0.08_5_8.png,3.827,0.08,5,8
YS_3.827_PV_0.08\3.827_0.08_6_0.png,3.827,0.08,6,0
YS_3.827_PV_0.08\3.827_0.08_6_1.png,3.827,0.08,6,1
YS_3.827_PV_0.08\3.827_0.08_6_2.png,3.827,0.08,6,2
YS_3.827_PV_0.08\3.827_0.08_6_3.png,3.827,0.08,6,3
YS_3.827_PV_0.08\3.827_0.08_6_4.png,3.827,0.08,6,4
YS_3.827_PV_0.08\3.827_0.08_6_5.png,3.827,0.08,6,5
YS_3.827_PV_0.08\3.827_0.08_6_6.png,3.827,0.08,6,6
YS_3.827_PV_0.08\3.827_0.08_6_7.png,3.827,0.08,6,7
YS_3.827_PV_0.08\3.827_0.08_6_8.png,3.827,0.08,6,8
YS_3.827_PV_0.08\3.827_0.08_7_0.png,3.827,0.08,7,0
YS_3.827_PV_0.08\3.827_0.08_7_1.png,3.827,0.08,7,1
YS_3.827_PV_0.08\3.827_0.08_7_2.png,3.827,0.08,7,2
YS_3.827_PV_0.08\3.827_0.08_7_3.png,3.827,0.08,7,3
YS_3.827_PV_0.08\3.827_0.08_7_4.png,3.827,0.08,7,4
YS_3.827_PV_0.08\3.827_0.08_7_5.png,3.827,0.08,7,5
YS_3.827_PV_0.08\3.827_0.08_7_6.png,3.827,0.08,7,6
YS_3.827_PV_0.08\3.827_0.08_7_7.png,3.827,0.08,7,7
YS_3.827_PV_0.08\3.827_0.08_7_8.png,3.827,0.08,7,8
YS_3.827_PV_0.08\3.827_0.08_8_0.png,3.827,0.08,8,0
YS_3.827_PV_0.08\3.827_0.08_8_1.png,3.827,0.08,8,1
YS_3.827_PV_0.08\3.827_0.08_8_2.png,3.827,0.08,8,2
YS_3.827_PV_0.08\3.827_0.08_8_3.png,3.827,0.08,8,3
YS_3.827_PV_0.08\3.827_0.08_8_4.png,3.827,0.08,8,4
YS_3.827_PV_0.08\3.827_0.08_8_5.png,3.827,0.08,8,5
YS_3.827_PV_0.08\3.827_0.08_8_6.png,3.827,0.08,8,6
YS_3.827_PV_0.08\3.827_0.08_8_7.png,3.827,0.08,8,7
YS_3.827_PV_0.08\3.827_0.08_8_8.png,3.827,0.08,8,8
YS_3.827_PV_0.08\3.827_0.08_9_0.png,3.827,0.08,9,0
YS_3.827_PV_0.08\3.827_0.08_9_1.png,3.827,0.08,9,1
YS_3.827_PV_0.08\3.827_0.08_9_2.png,3.827,0.08,9,2
YS_3.827_PV_0.08\3.827_0.08_9_3.png,3.827,0.08,9,3
YS_3.827_PV_0.08\3.827_0.08_9_4.png,3.827,0.08,9,4
YS_3.827_PV_0.08\3.827_0.08_9_5.png,3.827,0.08,9,5
YS_3.827_PV_0.08\3.827_0.08_9_6.png,3.827,0.08,9,6
YS_3.827_PV_0.08\3.827_0.08_9_7.png,3.827,0.08,9,7
YS_3.827_PV_0.08\3.827_0.08_9_8.png,3.827,0.08,9,8
YS_3.827_PV_0.08\3.827_0.08_10_0.png,3.827,0.08,10,0
YS_3.827_PV_0.08\3.827_0.08_10_1.png,3.827,0.08,10,1
YS_3.827_PV_0.08\3.827_0.08_10_2.png,3.827,0.08,10,2
YS_3.827_PV_0.08\3.827_0.08_10_3.png,3.827,0.08,10,3
YS_3.827_PV_0.08\3.827_0.08_10_4.png,3.827,0.08,10,4
YS_3.827_PV_0.08\3.827_0.08_10_5.png,3.827,0.08,10,5
YS_3.827_PV_0.08\3.827_0.08_10_6.png,3.827,0.08,10,6
YS_3.827_PV_0.08\3.827_0.08_10_7.png,3.827,0.08,10,7
YS_3.827_PV_0.08\3.827_0.08_10_8.png,3.827,0.08,10,8
YS_3.827_PV_0.08\3.827_0.08_11_0.png,3.827,0.08,11,0
YS_3.827_PV_0.08\3.827_0.08_11_1.png,3.827,0.08,11,1
YS_3.827_PV_0.08\3.827_0.08_11_2.png,3.827,0.08,11,2
YS_3.827_PV_0.08\3.827_0.08_11_3.png,3.827,0.08,11,3
YS_3.827_PV_0.08\3.827_0.08_11_4.png,3.827,0.08,11,4
YS_3.827_PV_0.08\3.827_0.08_11_5.png,3.827,0.08,11,5
YS_3.827_PV_0.08\3.827_0.08_11_6.png,3.827,0.08,11,6
YS_3.827_PV_0.08\3.827_0.08_11_7.png,3.827,0.08,11,7
YS_3.827_PV_0.08\3.827_0.08_11_8.png,3.827,0.08,11,8
YS_3.827_PV_0.08\3.827_0.08_12_0.png,3.827,0.08,12,0
YS_3.827_PV_0.08\3.827_0.08_12_1.png,3.827,0.08,12,1
YS_3.827_PV_0.08\3.827_0.08_12_2.png,3.827,0.08,12,2
YS_3.827_PV_0.08\3.827_0.08_12_3.png,3.827,0.08,12,3
YS_3.827_PV_0.08\3.827_0.08_12_4.png,3.827,0.08,12,4
YS_3.827_PV_0.08\3.827_0.08_12_5.png,3.827,0.08,12,5
YS_3.827_PV_0.08\3.827_0.08_12_6.png,3.827,0.08,12,6
YS_3.827_PV_0.08\3.827_0.08_12_7.png,3.827,0.08,12,7
YS_3.827_PV_0.08\3.827_0.08_12_8.png,3.827,0.08,12,8
YS_3.827_PV_0.08\3.827_0.08_13_0.png,3.827,0.08,13,0
YS_3.827_PV_0.08\3.827_0.08_13_1.png,3.827,0.08,13,1
YS_3.827_PV_0.08\3.827_0.08_13_2.png,3.827,0.08,13,2
YS_3.827_PV_0.08\3.827_0.08_13_3.png,3.827,0.08,13,3
YS_3.827_PV_0.08\3.827_0.08_13_4.png,3.827,0.08,13,4
YS_3.827_PV_0.08\3.827_0.08_13_5.png,3.827,0.08,13,5
YS_3.827_PV_0.08\3.827_0.08_13_6.png,3.827,0.08,13,6
YS_3.827_PV_0.08\3.827_0.08_13_7.png,3.827,0.08,13,7
YS_3.827_PV_0.08\3.827_0.08_13_8.png,3.827,0.08,13,8
YS_3.827_PV_0.08\3.827_0.08_14_0.png,3.827,0.08,14,0
YS_3.827_PV_0.08\3.827_0.08_14_1.png,3.827,0.08,14,1
YS_3.827_PV_0.08\3.827_0.08_14_2.png,3.827,0.08,14,2
YS_3.827_PV_0.08\3.827_0.08_14_3.png,3.827,0.08,14,3
YS_3.827_PV_0.08\3.827_0.08_14_4.png,3.827,0.08,14,4
YS_3.827_PV_0.08\3.827_0.08_14_5.png,3.827,0.08,14,5
YS_3.827_PV_0.08\3.827_0.08_14_6.png,3.827,0.08,14,6
YS_3.827_PV_0.08\3.827_0.08_14_7.png,3.827,0.08,14,7
YS_3.827_PV_0.08\3.827_0.08_14_8.png,3.827,0.08,14,8
YS_3.827_PV_0.08\3.827_0.08_15_0.png,3.827,0.08,15,0
YS_3.827_PV_0.08\3.827_0.08_15_1.png,3.827,0.08,15,1
YS_3.827_PV_0.08\3.827_0.08_15_2.png,3.827,0.08,15,2
YS_3.827_PV_0.08\3.827_0.08_15_3.png,3.827,0.08,15,3
YS_3.827_PV_0.08\3.827_0.08_15_4.png,3.827,0.08,15,4
YS_3.827_PV_0.08\3.827_0.08_15_5.png,3.827,0.08,15,5
YS_3.827_PV_0.08\3.827_0.08_15_6.png,3.827,0.08,15,6
YS_3.827_PV_0.08\3.827_0.08_15_7.png,3.827,0.08,15,7
YS_3.827_PV_0.08\3.827_0.08_15_8.png,3.827,0.08,15,8
YS_3.827_PV_0.08\3.827_0.08_16_0.png,3.827,0.08,16,0
YS_3.827_PV_0.08\3.827_0.08_16_1.png,3.827,0.08,16,1
YS_3.827_PV_0.08\3.827_0.08_16_2.png,3.827,0.08,16,2
YS_3.827_PV_0.08\3.827_0.08_16_3.png,3.827,0.08,16,3
YS_3.827_PV_0.08\3.827_0.08_16_4.png,3.827,0.08,16,4
YS_3.827_PV_0.08\3.827_0.08_16_5.png,3.827,0.08,16,5
YS_3.827_PV_0.08\3.827_0.08_16_6.png,3.827,0.08,16,6
YS_3.827_PV_0.08\3.827_0.08_16_7.png,3.827,0.08,16,7
YS_3.827_PV_0.08\3.827_0.08_16_8.png,3.827,0.08,16,8
YS_3.827_PV_0.08\3.827_0.08_17_0.png,3.827,0.08,17,0
YS_3.827_PV_0.08\3.827_0.08_17_1.png,3.827,0.08,17,1
YS_3.827_PV_0.08\3.827_0.08_17_2.png,3.827,0.08,17,2
YS_3.827_PV_0.08\3.827_0.08_17_3.png,3.827,0.08,17,3
YS_3.827_PV_0.08\3.827_0.08_17_4.png,3.827,0.08,17,4
YS_3.827_PV_0.08\3.827_0.08_17_5.png,3.827,0.08,17,5
YS_3.827_PV_0.08\3.827_0.08_17_6.png,3.827,0.08,17,6
YS_3.827_PV_0.08\3.827_0.08_17_7.png,3.827,0.08,17,7
YS_3.827_PV_0.08\3.827_0.08_17_8.png,3.827,0.08,17,8
YS_3.827_PV_0.08\3.827_0.08_18_0.png,3.827,0.08,18,0
YS_3.827_PV_0.08\3.827_0.08_18_1.png,3.827,0.08,18,1
YS_3.827_PV_0.08\3.827_0.08_18_2.png,3.827,0.08,18,2
YS_3.827_PV_0.08\3.827_0.08_18_3.png,3.827,0.08,18,3
YS_3.827_PV_0.08\3.827_0.08_18_4.png,3.827,0.08,18,4
YS_3.827_PV_0.08\3.827_0.08_18_5.png,3.827,0.08,18,5
YS_3.827_PV_0.08\3.827_0.08_18_6.png,3.827,0.08,18,6
YS_3.827_PV_0.08\3.827_0.08_18_7.png,3.827,0.08,18,7
YS_3.827_PV_0.08\3.827_0.08_18_8.png,3.827,0.08,18,8
YS_3.827_PV_0.08\3.827_0.08_19_0.png,3.827,0.08,19,0
YS_3.827_PV_0.08\3.827_0.08_19_1.png,3.827,0.08,19,1
YS_3.827_PV_0.08\3.827_0.08_19_2.png,3.827,0.08,19,2
YS_3.827_PV_0.08\3.827_0.08_19_3.png,3.827,0.08,19,3
YS_3.827_PV_0.08\3.827_0.08_19_4.png,3.827,0.08,19,4
YS_3.827_PV_0.08\3.827_0.08_19_5.png,3.827,0.08,19,5
YS_3.827_PV_0.08\3.827_0.08_19_6.png,3.827,0.08,19,6
YS_3.827_PV_0.08\3.827_0.08_19_7.png,3.827,0.08,19,7
YS_3.827_PV_0.08\3.827_0.08_19_8.png,3.827,0.08,19,8
YS_3.827_PV_0.08\3.827_0.08_20_0.png,3.827,0.08,20,0
YS_3.827_PV_0.08\3.827_0.08_20_1.png,3.827,0.08,20,1
YS_3.827_PV_0.08\3.827_0.08_20_2.png,3.827,0.08,20,2
YS_3.827_PV_0.08\3.827_0.08_20_3.png,3.827,0.08,20,3
YS_3.827_PV_0.08\3.827_0.08_20_4.png,3.827,0.08,20,4
YS_3.827_PV_0.08\3.827_0.08_20_5.png,3.827,0.08,20,5
YS_3.827_PV_0.08\3.827_0.08_20_6.png,3.827,0.08,20,6
YS_3.827_PV_0.08\3.827_0.08_20_7.png,3.827,0.08,20,7
YS_3.827_PV_0.08\3.827_0.08_20_8.png,3.827,0.08,20,8
YS_3.827_PV_0.08\3.827_0.08_21_0.png,3.827,0.08,21,0
YS_3.827_PV_0.08\3.827_0.08_21_1.png,3.827,0.08,21,1
YS_3.827_PV_0.08\3.827_0.08_21_2.png,3.827,0.08,21,2
YS_3.827_PV_0.08\3.827_0.08_21_3.png,3.827,0.08,21,3
YS_3.827_PV_0.08\3.827_0.08_21_4.png,3.827,0.08,21,4
YS_3.827_PV_0.08\3.827_0.08_21_5.png,3.827,0.08,21,5
YS_3.827_PV_0.08\3.827_0.08_21_6.png,3.827,0.08,21,6
YS_3.827_PV_0.08\3.827_0.08_21_7.png,3.827,0.08,21,7
YS_3.827_PV_0.08\3.827_0.08_21_8.png,3.827,0.08,21,8
YS_3.827_PV_0.08\3.827_0.08_22_0.png,3.827,0.08,22,0
YS_3.827_PV_0.08\3.827_0.08_22_1.png,3.827,0.08,22,1
YS_3.827_PV_0.08\3.827_0.08_22_2.png,3.827,0.08,22,2
YS_3.827_PV_0.08\3.827_0.08_22_3.png,3.827,0.08,22,3
YS_3.827_PV_0.08\3.827_0.08_22_4.png,3.827,0.08,22,4
YS_3.827_PV_0.08\3.827_0.08_22_5.png,3.827,0.08,22,5
YS_3.827_PV_0.08\3.827_0.08_22_6.png,3.827,0.08,22,6
YS_3.827_PV_0.08\3.827_0.08_22_7.png,3.827,0.08,22,7
YS_3.827_PV_0.08\3.827_0.08_22_8.png,3.827,0.08,22,8
YS_3.827_PV_0.08\3.827_0.08_23_0.png,3.827,0.08,23,0
YS_3.827_PV_0.08\3.827_0.08_23_1.png,3.827,0.08,23,1
YS_3.827_PV_0.08\3.827_0.08_23_2.png,3.827,0.08,23,2
YS_3.827_PV_0.08\3.827_0.08_23_3.png,3.827,0.08,23,3
YS_3.827_PV_0.08\3.827_0.08_23_4.png,3.827,0.08,23,4
YS_3.827_PV_0.08\3.827_0.08_23_5.png,3.827,0.08,23,5
YS_3.827_PV_0.08\3.827_0.08_23_6.png,3.827,0.08,23,6
YS_3.827_PV_0.08\3.827_0.08_23_7.png,3.827,0.08,23,7
YS_3.827_PV_0.08\3.827_0.08_23_8.png,3.827,0.08,23,8
YS_3.827_PV_0.08\3.827_0.08_24_0.png,3.827,0.08,24,0
YS_3.827_PV_0.08\3.827_0.08_24_1.png,3.827,0.08,24,1
YS_3.827_PV_0.08\3.827_0.08_24_2.png,3.827,0.08,24,2
YS_3.827_PV_0.08\3.827_0.08_24_3.png,3.827,0.08,24,3
YS_3.827_PV_0.08\3.827_0.08_24_4.png,3.827,0.08,24,4
YS_3.827_PV_0.08\3.827_0.08_24_5.png,3.827,0.08,24,5
YS_3.827_PV_0.08\3.827_0.08_24_6.png,3.827,0.08,24,6
YS_3.827_PV_0.08\3.827_0.08_24_7.png,3.827,0.08,24,7
YS_3.827_PV_0.08\3.827_0.08_24_8.png,3.827,0.08,24,8
YS_3.827_PV_0.08\3.827_0.08_25_0.png,3.827,0.08,25,0
YS_3.827_PV_0.08\3.827_0.08_25_1.png,3.827,0.08,25,1
YS_3.827_PV_0.08\3.827_0.08_25_2.png,3.827,0.08,25,2
YS_3.827_PV_0.08\3.827_0.08_25_3.png,3.827,0.08,25,3
YS_3.827_PV_0.08\3.827_0.08_25_4.png,3.827,0.08,25,4
YS_3.827_PV_0.08\3.827_0.08_25_5.png,3.827,0.08,25,5
YS_3.827_PV_0.08\3.827_0.08_25_6.png,3.827,0.08,25,6
YS_3.827_PV_0.08\3.827_0.08_25_7.png,3.827,0.08,25,7
YS_3.827_PV_0.08\3.827_0.08_25_8.png,3.827,0.08,25,8
YS_3.827_PV_0.08\3.827_0.08_26_0.png,3.827,0.08,26,0
YS_3.827_PV_0.08\3.827_0.08_26_1.png,3.827,0.08,26,1
YS_3.827_PV_0.08\3.827_0.08_26_2.png,3.827,0.08,26,2
YS_3.827_PV_0.08\3.827_0.08_26_3.png,3.827,0.08,26,3
YS_3.827_PV_0.08\3.827_0.08_26_4.png,3.827,0.08,26,4
YS_3.827_PV_0.08\3.827_0.08_26_5.png,3.827,0.08,26,5
YS_3.827_PV_0.08\3.827_0.08_26_6.png,3.827,0.08,26,6
YS_3.827_PV_0.08\3.827_0.08_26_7.png,3.827,0.08,26,7
YS_3.827_PV_0.08\3.827_0.08_26_8.png,3.827,0.08,26,8
YS_3.827_PV_0.08\3.827_0.08_27_0.png,3.827,0.08,27,0
YS_3.827_PV_0.08\3.827_0.08_27_1.png,3.827,0.08,27,1
YS_3.827_PV_0.08\3.827_0.08_27_2.png,3.827,0.08,27,2
YS_3.827_PV_0.08\3.827_0.08_27_3.png,3.827,0.08,27,3
YS_3.827_PV_0.08\3.827_0.08_27_4.png,3.827,0.08,27,4
YS_3.827_PV_0.08\3.827_0.08_27_5.png,3.827,0.08,27,5
YS_3.827_PV_0.08\3.827_0.08_27_6.png,3.827,0.08,27,6
YS_3.827_PV_0.08\3.827_0.08_27_7.png,3.827,0.08,27,7
YS_3.827_PV_0.08\3.827_0.08_27_8.png,3.827,0.08,27,8
YS_3.827_PV_0.08\3.827_0.08_28_0.png,3.827,0.08,28,0
YS_3.827_PV_0.08\3.827_0.08_28_1.png,3.827,0.08,28,1
YS_3.827_PV_0.08\3.827_0.08_28_2.png,3.827,0.08,28,2
YS_3.827_PV_0.08\3.827_0.08_28_3.png,3.827,0.08,28,3
YS_3.827_PV_0.08\3.827_0.08_28_4.png,3.827,0.08,28,4
YS_3.827_PV_0.08\3.827_0.08_28_5.png,3.827,0.08,28,5
YS_3.827_PV_0.08\3.827_0.08_28_6.png,3.827,0.08,28,6
YS_3.827_PV_0.08\3.827_0.08_28_7.png,3.827,0.08,28,7
YS_3.827_PV_0.08\3.827_0.08_28_8.png,3.827,0.08,28,8
YS_3.827_PV_0.08\3.827_0.08_29_0.png,3.827,0.08,29,0
YS_3.827_PV_0.08\3.827_0.08_29_1.png,3.827,0.08,29,1
YS_3.827_PV_0.08\3.827_0.08_29_2.png,3.827,0.08,29,2
YS_3.827_PV_0.08\3.827_0.08_29_3.png,3.827,0.08,29,3
YS_3.827_PV_0.08\3.827_0.08_29_4.png,3.827,0.08,29,4
YS_3.827_PV_0.08\3.827_0.08_29_5.png,3.827,0.08,29,5
YS_3.827_PV_0.08\3.827_0.08_29_6.png,3.827,0.08,29,6
YS_3.827_PV_0.08\3.827_0.08_29_7.png,3.827,0.08,29,7
YS_3.827_PV_0.08\3.827_0.08_29_8.png,3.827,0.08,29,8
YS_3.827_PV_0.08\3.827_0.08_30_0.png,3.827,0.08,30,0
YS_3.827_PV_0.08\3.827_0.08_30_1.png,3.827,0.08,30,1
YS_3.827_PV_0.08\3.827_0.08_30_2.png,3.827,0.08,30,2
YS_3.827_PV_0.08\3.827_0.08_30_3.png,3.827,0.08,30,3
YS_3.827_PV_0.08\3.827_0.08_30_4.png,3.827,0.08,30,4
YS_3.827_PV_0.08\3.827_0.08_30_5.png,3.827,0.08,30,5
YS_3.827_PV_0.08\3.827_0.08_30_6.png,3.827,0.08,30,6
YS_3.827_PV_0.08\3.827_0.08_30_7.png,3.827,0.08,30,7
YS_3.827_PV_0.08\3.827_0.08_30_8.png,3.827,0.08,30,8
YS_3.827_PV_0.08\3.827_0.08_31_0.png,3.827,0.08,31,0
YS_3.827_PV_0.08\3.827_0.08_31_1.png,3.827,0.08,31,1
YS_3.827_PV_0.08\3.827_0.08_31_2.png,3.827,0.08,31,2
YS_3.827_PV_0.08\3.827_0.08_31_3.png,3.827,0.08,31,3
YS_3.827_PV_0.08\3.827_0.08_31_4.png,3.827,0.08,31,4
YS_3.827_PV_0.08\3.827_0.08_31_5.png,3.827,0.08,31,5
YS_3.827_PV_0.08\3.827_0.08_31_6.png,3.827,0.08,31,6
YS_3.827_PV_0.08\3.827_0.08_31_7.png,3.827,0.08,31,7
YS_3.827_PV_0.08\3.827_0.08_31_8.png,3.827,0.08,31,8
YS_3.827_PV_0.08\3.827_0.08_32_0.png,3.827,0.08,32,0
YS_3.827_PV_0.08\3.827_0.08_32_1.png,3.827,0.08,32,1
YS_3.827_PV_0.08\3.827_0.08_32_2.png,3.827,0.08,32,2
YS_3.827_PV_0.08\3.827_0.08_32_3.png,3.827,0.08,32,3
YS_3.827_PV_0.08\3.827_0.08_32_4.png,3.827,0.08,32,4
YS_3.827_PV_0.08\3.827_0.08_32_5.png,3.827,0.08,32,5
YS_3.827_PV_0.08\3.827_0.08_32_6.png,3.827,0.08,32,6
YS_3.827_PV_0.08\3.827_0.08_32_7.png,3.827,0.08,32,7
YS_3.827_PV_0.08\3.827_0.08_32_8.png,3.827,0.08,32,8
YS_3.827_PV_0.08\3.827_0.08_33_0.png,3.827,0.08,33,0
YS_3.827_PV_0.08\3.827_0.08_33_1.png,3.827,0.08,33,1
YS_3.827_PV_0.08\3.827_0.08_33_2.png,3.827,0.08,33,2
YS_3.827_PV_0.08\3.827_0.08_33_3.png,3.827,0.08,33,3
YS_3.827_PV_0.08\3.827_0.08_33_4.png,3.827,0.08,33,4
YS_3.827_PV_0.08\3.827_0.08_33_5.png,3.827,0.08,33,5
YS_3.827_PV_0.08\3.827_0.08_33_6.png,3.827,0.08,33,6
YS_3.827_PV_0.08\3.827_0.08_33_7.png,3.827,0.08,33,7
YS_3.827_PV_0.08\3.827_0.08_33_8.png,3.827,0.08,33,8
YS_3.827_PV_0.08\3.827_0.08_34_0.png,3.827,0.08,34,0
YS_3.827_PV_0.08\3.827_0.08_34_1.png,3.827,0.08,34,1
YS_3.827_PV_0.08\3.827_0.08_34_2.png,3.827,0.08,34,2
YS_3.827_PV_0.08\3.827_0.08_34_3.png,3.827,0.08,34,3
YS_3.827_PV_0.08\3.827_0.08_34_4.png,3.827,0.08,34,4
YS_3.827_PV_0.08\3.827_0.08_34_5.png,3.827,0.08,34,5
YS_3.827_PV_0.08\3.827_0.08_34_6.png,3.827,0.08,34,6
YS_3.827_PV_0.08\3.827_0.08_34_7.png,3.827,0.08,34,7
YS_3.827_PV_0.08\3.827_0.08_34_8.png,3.827,0.08,34,8
YS_3.827_PV_0.08\3.827_0.08_35_0.png,3.827,0.08,35,0
YS_3.827_PV_0.08\3.827_0.08_35_1.png,3.827,0.08,35,1
YS_3.827_PV_0.08\3.827_0.08_35_2.png,3.827,0.08,35,2
YS_3.827_PV_0.08\3.827_0.08_35_3.png,3.827,0.08,35,3
YS_3.827_PV_0.08\3.827_0.08_35_4.png,3.827,0.08,35,4
YS_3.827_PV_0.08\3.827_0.08_35_5.png,3.827,0.08,35,5
YS_3.827_PV_0.08\3.827_0.08_35_6.png,3.827,0.08,35,6
YS_3.827_PV_0.08\3.827_0.08_35_7.png,3.827,0.08,35,7
YS_3.827_PV_0.08\3.827_0.08_35_8.png,3.827,0.08,35,8
YS_3.827_PV_0.08\3.827_0.08_36_0.png,3.827,0.08,36,0
YS_3.827_PV_0.08\3.827_0.08_36_1.png,3.827,0.08,36,1
YS_3.827_PV_0.08\3.827_0.08_36_2.png,3.827,0.08,36,2
YS_3.827_PV_0.08\3.827_0.08_36_3.png,3.827,0.08,36,3
YS_3.827_PV_0.08\3.827_0.08_36_4.png,3.827,0.08,36,4
YS_3.827_PV_0.08\3.827_0.08_36_5.png,3.827,0.08,36,5
YS_3.827_PV_0.08\3.827_0.08_36_6.png,3.827,0.08,36,6
YS_3.827_PV_0.08\3.827_0.08_36_7.png,3.827,0.08,36,7
YS_3.827_PV_0.08\3.827_0.08_36_8.png,3.827,0.08,36,8
YS_3.827_PV_0.08\3.827_0.08_37_0.png,3.827,0.08,37,0
YS_3.827_PV_0.08\3.827_0.08_37_1.png,3.827,0.08,37,1
YS_3.827_PV_0.08\3.827_0.08_37_2.png,3.827,0.08,37,2
YS_3.827_PV_0.08\3.827_0.08_37_3.png,3.827,0.08,37,3
YS_3.827_PV_0.08\3.827_0.08_37_4.png,3.827,0.08,37,4
YS_3.827_PV_0.08\3.827_0.08_37_5.png,3.827,0.08,37,5
YS_3.827_PV_0.08\3.827_0.08_37_6.png,3.827,0.08,37,6
YS_3.827_PV_0.08\3.827_0.08_37_7.png,3.827,0.08,37,7
YS_3.827_PV_0.08\3.827_0.08_37_8.png,3.827,0.08,37,8
YS_3.827_PV_0.08\3.827_0.08_38_0.png,3.827,0.08,38,0
YS_3.827_PV_0.08\3.827_0.08_38_1.png,3.827,0.08,38,1
YS_3.827_PV_0.08\3.827_0.08_38_2.png,3.827,0.08,38,2
YS_3.827_PV_0.08\3.827_0.08_38_3.png,3.827,0.08,38,3
YS_3.827_PV_0.08\3.827_0.08_38_4.png,3.827,0.08,38,4
YS_3.827_PV_0.08\3.827_0.08_38_5.png,3.827,0.08,38,5
YS_3.827_PV_0.08\3.827_0.08_38_6.png,3.827,0.08,38,6
YS_3.827_PV_0.08\3.827_0.08_38_7.png,3.827,0.08,38,7
YS_3.827_PV_0.08\3.827_0.08_38_8.png,3.827,0.08,38,8
YS_3.827_PV_0.08\3.827_0.08_39_0.png,3.827,0.08,39,0
YS_3.827_PV_0.08\3.827_0.08_39_1.png,3.827,0.08,39,1
YS_3.827_PV_0.08\3.827_0.08_39_2.png,3.827,0.08,39,2
YS_3.827_PV_0.08\3.827_0.08_39_3.png,3.827,0.08,39,3
YS_3.827_PV_0.08\3.827_0.08_39_4.png,3.827,0.08,39,4
YS_3.827_PV_0.08\3.827_0.08_39_5.png,3.827,0.08,39,5
YS_3.827_PV_0.08\3.827_0.08_39_6.png,3.827,0.08,39,6
YS_3.827_PV_0.08\3.827_0.08_39_7.png,3.827,0.08,39,7
YS_3.827_PV_0.08\3.827_0.08_39_8.png,3.827,0.08,39,8
YS_2.066_PV_0.404\2.066_0.404_0_0.png,2.066,0.404,0,0
YS_2.066_PV_0.404\2.066_0.404_0_1.png,2.066,0.404,0,1
YS_2.066_PV_0.404\2.066_0.404_0_2.png,2.066,0.404,0,2
YS_2.066_PV_0.404\2.066_0.404_0_3.png,2.066,0.404,0,3
YS_2.066_PV_0.404\2.066_0.404_0_4.png,2.066,0.404,0,4
YS_2.066_PV_0.404\2.066_0.404_0_5.png,2.066,0.404,0,5
YS_2.066_PV_0.404\2.066_0.404_0_6.png,2.066,0.404,0,6
YS_2.066_PV_0.404\2.066_0.404_0_7.png,2.066,0.404,0,7
YS_2.066_PV_0.404\2.066_0.404_0_8.png,2.066,0.404,0,8
YS_2.066_PV_0.404\2.066_0.404_1_0.png,2.066,0.404,1,0
YS_2.066_PV_0.404\2.066_0.404_1_1.png,2.066,0.404,1,1
YS_2.066_PV_0.404\2.066_0.404_1_2.png,2.066,0.404,1,2
YS_2.066_PV_0.404\2.066_0.404_1_3.png,2.066,0.404,1,3
YS_2.066_PV_0.404\2.066_0.404_1_4.png,2.066,0.404,1,4
YS_2.066_PV_0.404\2.066_0.404_1_5.png,2.066,0.404,1,5
YS_2.066_PV_0.404\2.066_0.404_1_6.png,2.066,0.404,1,6
YS_2.066_PV_0.404\2.066_0.404_1_7.png,2.066,0.404,1,7
YS_2.066_PV_0.404\2.066_0.404_1_8.png,2.066,0.404,1,8
YS_2.066_PV_0.404\2.066_0.404_2_0.png,2.066,0.404,2,0
YS_2.066_PV_0.404\2.066_0.404_2_1.png,2.066,0.404,2,1
